0	1	label	predict
-1.6431	-0.1938	2	2
-1.7215	-0.1985	2	2
-2.2669	-0.1447	2	2
0.3090	-0.9511	1	1
-0.5618	3.3706	2	2
-0.1371	0.6889	2	2
-0.8526	-0.5225	1	1
0.2000	1.8000	2	2
-3.5820	0.8920	2	2
-0.8228	0.0550	2	2
-0.3090	-0.9511	1	1
0.7071	0.7071	1	1
-0.9239	0.3827	1	1
-1.7215	3.7985	2	2
-3.5450	2.7772	2	2
-0.0785	-0.9969	1	1
-3.7985	1.8785	2	2
-2.3429	-0.1249	2	2
-0.7604	-0.6494	1	1
-1.4871	3.7754	2	2
-0.1564	-0.9877	1	1
-0.5011	3.3208	2	2
0.0000	-1.0000	1	1
-3.7861	1.5649	2	2
-0.4540	0.8910	1	1
0.2334	-0.9724	1	1
0.0785	-0.9969	1	1
-3.7616	2.1902	2	2
-0.9877	0.1564	1	1
-3.3208	0.5011	2	2
-0.9627	-0.0163	2	2
-1.4098	-0.1616	2	2
-1.1078	3.6764	2	2
0.0764	1.1078	2	2
0.8910	0.4540	1	1
0.0163	0.9627	2	2
-0.3090	0.9511	1	1
0.1861	2.0351	2	2
0.1021	1.1820	2	2
-1.0346	-0.0478	2	2
-0.0550	0.8228	2	2
0.6494	-0.7604	1	1
-0.6889	3.4629	2	2
0.9969	0.0785	1	1
-2.7772	0.0550	2	2
-2.4180	-0.1021	2	2
-3.7938	1.6431	2	2
-1.9569	-0.1938	2	2
-3.7985	1.7215	2	2
-2.8450	0.0947	2	2
-2.5654	3.6478	2	2
-3.7447	1.3331	2	2
-0.3827	-0.9239	1	1
-1.4871	-0.1754	2	2
-0.8910	-0.4540	1	1
-0.2792	0.5011	2	2
-0.0180	0.8920	2	2
-3.7616	1.4098	2	2
-0.3858	0.3858	2	2
0.9239	0.3827	1	1
-1.8000	3.8000	2	2
-0.7550	0.0947	2	2
0.9877	0.1564	1	1
-3.6163	2.6373	2	2
-1.8785	3.7985	2	2
0.7071	-0.7071	1	1
-0.2792	3.0989	2	2
0.5878	-0.8090	1	1
0.9511	-0.3090	1	1
-0.5878	-0.8090	1	1
-3.7447	2.2669	2	2
-2.2614	-0.5446	4	4
-0.8090	0.5878	1	1
-2.9756	3.4180	2	2
0.8526	0.5225	1	1
0.7604	0.6494	1	1
